"","PUlocationID","type","weight"
"560",192,"Uber",81.6584633129032
"561",192,"Via",0.197595769125885
"562",193,"Lyft",29.0988640540807
"563",193,"Uber",70.2609896267606
"564",193,"Via",0.640146319158665
"565",194,"Lyft",18.0835990081474
"566",194,"Uber",74.3854055968827
"567",194,"Via",7.53099539496989
"568",195,"Lyft",30.7021596296711
"569",195,"Uber",67.9814368910292
"570",195,"Via",1.31640347929966
"571",196,"Lyft",20.9710075198253
"572",196,"Uber",78.780122652039
"573",196,"Via",0.248869828135723
"574",197,"Lyft",23.180583790353
"575",197,"Uber",76.6553841269516
"576",197,"Via",0.164032082695383
"577",198,"Lyft",24.5020086423505
"578",198,"Uber",75.0774550279061
"579",198,"Via",0.420536329743472
"580",199,"Lyft",89.873417721519
"581",199,"Uber",10.126582278481
"582",200,"Lyft",18.3095653307691
"583",200,"Uber",81.4097820949525
"584",200,"Via",0.280652574278403
"585",201,"Lyft",17.0819096103034
"586",201,"Uber",82.8392380372681
"587",201,"Via",0.0788523524285141
"588",202,"Lyft",33.7937156383629
"589",202,"Uber",65.6517257177764
"590",202,"Via",0.554558643860721
"591",203,"Lyft",22.1796854216547
"592",203,"Uber",77.7417531258313
"593",203,"Via",0.0785614525139665
"594",204,"Lyft",15.3157203126081
"595",204,"Uber",84.6808216335846
"596",205,"Lyft",24.5237832200175
"597",205,"Uber",75.3700475420979
"598",205,"Via",0.106169237884629
"599",206,"Lyft",22.3635743683576
"600",206,"Uber",77.5917628357514
"601",206,"Via",0.0446627958910228
"602",207,"Lyft",63.2519616390584
"603",207,"Uber",35.4402789886661
"604",207,"Via",1.3077593722755
"605",208,"Lyft",15.1621540272331
"606",208,"Uber",84.721492203399
"607",208,"Via",0.116353769367961
"608",209,"Lyft",20.4205370341769
"609",209,"Uber",72.5797056682038
"610",209,"Via",6.99975729761931
"611",210,"Lyft",12.6758919079551
"612",210,"Uber",87.1116669290489
"613",210,"Via",0.212441162995969
"614",211,"Lyft",17.3975438725535
"615",211,"Uber",76.9626186842218
"616",211,"Via",5.63983744322466
"617",212,"Lyft",12.9023939368439
"618",212,"Uber",86.8970028963949
"619",212,"Via",0.200603166761223
"620",213,"Lyft",13.377708900383
"621",213,"Uber",86.4498334167881
"622",213,"Via",0.172457682828921
"623",214,"Lyft",17.7701095226868
"624",214,"Uber",82.1955976595152
"625",214,"Via",0.0342928177979724
"626",215,"Lyft",23.1887420511096
"627",215,"Uber",76.6774940457307
"628",215,"Via",0.133763903159669
"629",216,"Lyft",20.7694831584677
"630",216,"Uber",79.1186625205998
"631",216,"Via",0.111854320932418
"632",217,"Lyft",27.1549244390812
"633",217,"Uber",71.962479127787
"634",217,"Via",0.882596433131744
"635",218,"Lyft",25.6275999778135
"636",218,"Uber",74.2514837206723
"637",218,"Via",0.120916301514227
"638",219,"Lyft",23.8192241873214
"639",219,"Uber",76.0235013050039
"640",219,"Via",0.157274507674622
"641",220,"Lyft",15.9107784946796
"642",220,"Uber",83.8747467329155
"643",220,"Via",0.214474772404896
"644",221,"Lyft",20.8930959975306
"645",221,"Uber",79.0211612991734
"646",221,"Via",0.0857427032959495
"647",222,"Lyft",16.8290827676278
"648",222,"Uber",82.8365170716305
"649",222,"Via",0.334400160741708
"650",223,"Lyft",27.9925734289582
"651",223,"Uber",71.3939134956036
"652",223,"Via",0.613513075438216
"653",224,"Lyft",21.4764971642795
"654",224,"Uber",60.9628632766189
"655",224,"Via",17.5606395591015
"656",225,"Lyft",27.9567617192311
"657",225,"Uber",71.1800960601888
"658",225,"Via",0.863142220580168
"659",226,"Lyft",24.1184962108876
"660",226,"Uber",74.8930595756048
"661",226,"Via",0.988444213507609
"662",227,"Lyft",21.048114880714
"663",227,"Uber",78.4454388744755
"664",227,"Via",0.506446244810543
"665",228,"Lyft",25.855872871644
"666",228,"Uber",73.3674414805778
"667",228,"Via",0.776685647778291
"668",229,"Lyft",15.9666130974569
"669",229,"Uber",70.9388162657983
"670",229,"Via",13.0945706367449
"671",230,"Lyft",21.1249366615329
"672",230,"Uber",73.2396909537659
"673",230,"Via",5.63537238470125
"674",231,"Lyft",16.7123573326267
"675",231,"Uber",75.8349554369018
"676",231,"Via",7.45268723047145
"677",232,"Lyft",24.4021520887722
"678",232,"Uber",62.0589869543822
"679",232,"Via",13.5388609568456
"680",233,"Lyft",15.5119073818007
"681",233,"Uber",74.6365325928084
"682",233,"Via",9.85156002539088
"683",234,"Lyft",17.1118376603239
"684",234,"Uber",74.8820761247591
"685",234,"Via",8.00608621491704
"686",235,"Lyft",11.1500703866997
"687",235,"Uber",88.6959084093844
"688",235,"Via",0.154021203915902
"689",236,"Lyft",13.3424518072541
"690",236,"Uber",65.2947182672035
"691",236,"Via",21.3628299255424
"692",237,"Lyft",12.114053397922
"693",237,"Uber",73.0815367605002
"694",237,"Via",14.8044098415778
"695",238,"Lyft",15.7077815251829
"696",238,"Uber",64.3574299174802
"697",238,"Via",19.9347885573369
"698",239,"Lyft",18.2026066297984
"699",239,"Uber",61.8948384254435
"700",239,"Via",19.902554944758
"701",240,"Lyft",8.82597176638064
"702",240,"Uber",91.1239405802259
"703",240,"Via",0.0500876533934385
"704",241,"Lyft",12.6974695822768
"705",241,"Uber",87.1386287150793
"706",241,"Via",0.163901702643948
"707",242,"Lyft",14.3517944231535
"708",242,"Uber",85.5417871762563
"709",242,"Via",0.106418400590198
"710",243,"Lyft",15.996790528622
"711",243,"Uber",80.8462945440796
"712",243,"Via",3.15691492729842
"713",244,"Lyft",18.3712484442903
"714",244,"Uber",77.2487571324614
"715",244,"Via",4.37999442324825
"716",245,"Lyft",17.3916404181723
"717",245,"Uber",82.5822721212004
"718",245,"Via",0.0260874606272585
"719",246,"Lyft",15.3424952508051
"720",246,"Uber",75.9741807213329
"721",246,"Via",8.68332402786194
"722",247,"Lyft",12.0041177737108
"723",247,"Uber",87.7326900994007
"724",247,"Via",0.263192126888434
"725",248,"Lyft",12.8501765960734
"726",248,"Uber",86.9730918001415
"727",248,"Via",0.176731603785092
"728",249,"Lyft",17.8360533086635
"729",249,"Uber",75.6852909766956
"730",249,"Via",6.47865571464084
"731",250,"Lyft",13.9260237038701
"732",250,"Uber",85.8709206313543
"733",250,"Via",0.2030556647756
"734",251,"Lyft",20.1406911624095
"735",251,"Uber",79.8217456631608
"736",251,"Via",0.0375631744297227
"737",252,"Lyft",19.8117637554343
"738",252,"Uber",80.0539260486041
"739",252,"Via",0.134310195961605
"740",253,"Lyft",9.04780850076255
"741",253,"Uber",90.885882899012
"742",253,"Via",0.0663086002254492
"743",254,"Lyft",13.5555028818833
"744",254,"Uber",86.3199805574141
"745",254,"Via",0.124516560702573
"746",255,"Lyft",28.6632875700715
"747",255,"Uber",67.6165732380025
"748",255,"Via",3.72013919192597
"749",256,"Lyft",31.2009785900808
"750",256,"Uber",65.4247711840086
"751",256,"Via",3.37425022591058
"752",257,"Lyft",35.7473721414711
"753",257,"Uber",62.9809244488549
"754",257,"Via",1.27170340967405
"755",258,"Lyft",20.5092167033256
"756",258,"Uber",79.2952463806178
"757",258,"Via",0.195536916056597
"758",259,"Lyft",13.9155757748873
"759",259,"Uber",85.9892106797086
"760",259,"Via",0.0952135454040886
"761",260,"Lyft",20.4116053907656
"762",260,"Uber",79.186932656711
"763",260,"Via",0.401461952523401
"764",261,"Lyft",21.0359562739222
"765",261,"Uber",72.9238221686626
"766",261,"Via",6.0402215574152
"767",262,"Lyft",14.1102483427623
"768",262,"Uber",61.2611821504107
"769",262,"Via",24.628569506827
"770",263,"Lyft",17.3195088458884
"771",263,"Uber",64.5058822312126
"772",263,"Via",18.1746089228991
"773",265,"Lyft",38.4101174345077
"774",265,"Uber",61.1924119241192
